capability_id,domain,capability,benchmark_behavior,neural_critic_equivalent,status,verification_level,entry_points,owner_files,data_source,journey,evidence,known_limitations,dependencies,regression_risk,last_verified,milestone,notes
"NC-GS-143","Commerce","Retailer offer aggregation","A product can expose current offers from multiple retailers.","commerce_retailers and commerce_offers join into active product views.","✅","V2","/deals.html; eligible article Where to Buy; homepage commerce modules","assets/commerce.js; scripts/audit_commerce.py; supabase/migrations/20260830034500_commerce_price_intelligence_v1.sql","commerce products, retailers, offers, price history, article-product mappings","Open commerce surface → active offer/freshness/disclosure renders → outbound destination is tracked safely.","E-SRC-REPO; E-AUDIT-PUBLIC","None observed in deterministic scope.","commerce tables/views; provider feed; active offers; analytics consent","critical","2026-09-02","M1","Commerce is a protected Milestone 0 system."
"NC-GS-144","Commerce","Price, discount, availability, and freshness","Offer cards show current price/context and suppress stale/unavailable entries.","Commerce runtime computes discount, availability, fetched time, and expiry.","✅","V2","/deals.html; eligible article Where to Buy; homepage commerce modules","assets/commerce.js; assets/article-commerce.js; scripts/audit_commerce.py","commerce products, retailers, offers, price history, article-product mappings","Open commerce surface → active offer/freshness/disclosure renders → outbound destination is tracked safely.","E-SRC-REPO; E-AUDIT-PUBLIC","None observed in deterministic scope.","commerce tables/views; provider feed; active offers; analytics consent","critical","2026-09-02","M1","Commerce is a protected Milestone 0 system."
"NC-GS-145","Commerce","Article Where to Buy","Eligible review/deal stories surface mapped purchase options contextually.","article-commerce queries article-product mappings and inserts Where to Buy only when active offers exist.","✅","V2","/deals.html; eligible article Where to Buy; homepage commerce modules","assets/article-commerce.js; assets/article-commerce.css","commerce products, retailers, offers, price history, article-product mappings","Open commerce surface → active offer/freshness/disclosure renders → outbound destination is tracked safely.","E-SRC-REPO; E-AUDIT-PUBLIC; E-BROWSER-ARTICLE","Conditional absence was correct on the sampled ineligible story; eligible live purchase was not clicked.","commerce tables/views; provider feed; active offers; analytics consent","critical","2026-09-02","M1","Commerce is a protected Milestone 0 system."
"NC-GS-146","Commerce","Affiliate and commercial disclosure","Commercial links disclose affiliate relationships near the action.","Deals/article modules render provider and commission disclosures and rel attributes.","✅","V2","/deals.html; eligible article Where to Buy; homepage commerce modules","assets/commerce.js; assets/article-commerce.js; commercial.html","commerce products, retailers, offers, price history, article-product mappings","Open commerce surface → active offer/freshness/disclosure renders → outbound destination is tracked safely.","E-SRC-REPO; E-AUDIT-PUBLIC","None observed in deterministic scope.","commerce tables/views; provider feed; active offers; analytics consent","critical","2026-09-02","M1","Commerce is a protected Milestone 0 system."
"NC-GS-147","Commerce","Commerce outbound click tracking","Outbound retailer selections produce privacy-respecting analytics without leaking credentials.","Analytics and commerce modules label outbound offer clicks.","🟡","V2","/deals.html; eligible article Where to Buy; homepage commerce modules","assets/analytics.js; assets/commerce.js; assets/article-commerce.js","commerce products, retailers, offers, price history, article-product mappings","Consent as needed → click test offer → correct safe analytics event → destination opens without sensitive data.","E-SRC-REPO; E-AUDIT-PUBLIC","Event wiring is source-audited; no retailer click or analytics delivery was performed.","eligible active offer; consent; analytics configuration","high","2026-09-02","M1","Commerce is a protected Milestone 0 system."
"NC-GS-148","Commerce","Price history","The commerce system retains price observations for trend/context and auditing.","commerce_price_history is populated from offer changes and read by deals runtime.","✅","V2","/deals.html; eligible article Where to Buy; homepage commerce modules","supabase/migrations/20260830043000_automate_commerce_price_history_v2.sql; assets/commerce.js","commerce products, retailers, offers, price history, article-product mappings","Open commerce surface → active offer/freshness/disclosure renders → outbound destination is tracked safely.","E-SRC-REPO; E-AUDIT-PUBLIC","None observed in deterministic scope.","commerce tables/views; provider feed; active offers; analytics consent","critical","2026-09-02","M1","Commerce is a protected Milestone 0 system."
"NC-GS-149","Commerce","Provider feed ingestion","Authorized provider data can be imported idempotently into normalized commerce tables.","Import tooling and Amazon Creators provider adapter validate and upsert a catalog/feed.","🟡","V2","/deals.html; eligible article Where to Buy; homepage commerce modules","scripts/import_commerce_feed.py; scripts/providers/amazon_creators_feed.py; AMAZON_CREATORS_PROVIDER.md","commerce products, retailers, offers, price history, article-product mappings","Run approved synthetic/provider feed → validated upserts → audit → public cards reflect it → rollback/cleanup.","E-SRC-REPO; E-AUDIT-PUBLIC; E-PROVIDER-BLOCKED","Tooling is compile/audit verified; no provider credential/feed mutation was run.","provider credentials/feed; server-side database authority; audit","critical","2026-09-02","M1","Commerce is a protected Milestone 0 system."
"NC-GS-150","Commerce","Offer expiry and retention automation","Expired offers are removed/suppressed and price history follows defined retention rules.","Migrations add expiry purge scheduling and provider-aware history retention.","🟡","V2","/deals.html; eligible article Where to Buy; homepage commerce modules","supabase/migrations/20260830051000_provider_aware_commerce_retention.sql; supabase/migrations/20260830052000_schedule_commerce_offer_expiry_purge.sql","commerce products, retailers, offers, price history, article-product mappings","Create synthetic expired offer/history → scheduled job runs → public/source state follows retention contract → cleanup.","E-SRC-REPO; E-AUDIT-PUBLIC; E-PROVIDER-BLOCKED","Schema/schedule contracts exist; no live scheduled execution or negative authorization path was observed.","pg_cron/project scheduler; commerce tables; provider metadata","critical","2026-09-02","M1","Commerce is a protected Milestone 0 system."
"NC-GS-151","SEO, Schema, Sitemap & Feeds","Homepage canonical metadata","The homepage self-canonicals at the public origin.","index.html emits the production root canonical and matching social URL.","✅","V2","public HTML heads; robots.txt; sitemap.xml; feed.xml","index.html; assets/public-hardening.js","published article/game/topic/author metadata and generated publication files","Build publication → parse public metadata/feed → URLs and visible data agree → generated files remain deterministic where contracted.","E-CANONICAL-STATIC; E-AUDIT-PUBLIC","None observed in deterministic scope.","site URL configuration; generated shells; published fallback","critical","2026-09-02","M1","Canonical architecture, sitemap, and feeds are protected systems."
"NC-GS-152","SEO, Schema, Sitemap & Feeds","Canonical story-shell metadata","Every story has a unique clean canonical before JavaScript.","All 53 generated story shells emit clean self-canonical and matching og:url.","✅","V2","public HTML heads; robots.txt; sitemap.xml; feed.xml","scripts/build_story_pages.py; stories/*/index.html","published article/game/topic/author metadata and generated publication files","Build publication → parse public metadata/feed → URLs and visible data agree → generated files remain deterministic where contracted.","E-CANONICAL-STATIC; E-PARITY-LIVE","None observed in deterministic scope.","site URL configuration; generated shells; published fallback","critical","2026-09-02","M1","Canonical architecture, sitemap, and feeds are protected systems."
"NC-GS-153","SEO, Schema, Sitemap & Feeds","Game, topic, and author canonical metadata","Entity/author routes self-canonical consistently.","Generated game/topic/author shells and dynamic templates set route-specific canonicals.","✅","V2","public HTML heads; robots.txt; sitemap.xml; feed.xml","scripts/build_game_pages.py; scripts/build_topic_pages.py; scripts/build_author_pages.py","published article/game/topic/author metadata and generated publication files","Build publication → parse public metadata/feed → URLs and visible data agree → generated files remain deterministic where contracted.","E-CANONICAL-STATIC; E-AUDIT-PUBLIC","None observed in deterministic scope.","site URL configuration; generated shells; published fallback","critical","2026-09-02","M1","Canonical architecture, sitemap, and feeds are protected systems."
"NC-GS-154","SEO, Schema, Sitemap & Feeds","Open Graph metadata","Public pages expose title, description, URL, image, and alt for social previews.","Public/static generated heads provide OG metadata with localized images.","✅","V2","public HTML heads; robots.txt; sitemap.xml; feed.xml","scripts/build_story_pages.py; public HTML heads; scripts/audit_social_preview.py","published article/game/topic/author metadata and generated publication files","Build publication → parse public metadata/feed → URLs and visible data agree → generated files remain deterministic where contracted.","E-CANONICAL-STATIC; E-AUDIT-PUBLIC","None observed in deterministic scope.","site URL configuration; generated shells; published fallback","critical","2026-09-02","M1","Canonical architecture, sitemap, and feeds are protected systems."
"NC-GS-155","SEO, Schema, Sitemap & Feeds","Twitter card metadata","Public pages expose consistent large-card metadata.","Public/story shells emit twitter card/title/description/image/alt.","✅","V2","public HTML heads; robots.txt; sitemap.xml; feed.xml","scripts/build_story_pages.py; scripts/build_sitemap.py; scripts/build_robots.py","published article/game/topic/author metadata and generated publication files","Build publication → parse public metadata/feed → URLs and visible data agree → generated files remain deterministic where contracted.","E-CANONICAL-STATIC; E-AUDIT-PUBLIC","None observed in deterministic scope.","site URL configuration; generated shells; published fallback","critical","2026-09-02","M1","Canonical architecture, sitemap, and feeds are protected systems."
"NC-GS-156","SEO, Schema, Sitemap & Feeds","Article and NewsArticle structured data","Article pages emit schema matching the visible story identity and dates.","Story builder emits Article or NewsArticle JSON-LD with author/publisher/mainEntity.","✅","V2","public HTML heads; robots.txt; sitemap.xml; feed.xml","scripts/build_story_pages.py; stories/*/index.html","published article/game/topic/author metadata and generated publication files","Build publication → parse public metadata/feed → URLs and visible data agree → generated files remain deterministic where contracted.","E-CANONICAL-STATIC; E-AUDIT-PUBLIC","None observed in deterministic scope.","site URL configuration; generated shells; published fallback","critical","2026-09-02","M1","Canonical architecture, sitemap, and feeds are protected systems."
"NC-GS-157","SEO, Schema, Sitemap & Feeds","Review structured data","Review pages emit rating and reviewed-game schema matching the visible verdict.","Review shells emit Review, VideoGame, Rating, and notes JSON-LD.","✅","V2","public HTML heads; robots.txt; sitemap.xml; feed.xml","scripts/build_story_pages.py; stories/*/index.html","published article/game/topic/author metadata and generated publication files","Build publication → parse public metadata/feed → URLs and visible data agree → generated files remain deterministic where contracted.","E-CANONICAL-STATIC; E-AUDIT-PUBLIC","None observed in deterministic scope.","site URL configuration; generated shells; published fallback","critical","2026-09-02","M1","Canonical architecture, sitemap, and feeds are protected systems."
"NC-GS-158","SEO, Schema, Sitemap & Feeds","Breadcrumb structured data","Stories expose hierarchical breadcrumb schema.","Story shells emit BreadcrumbList from publication → desk → story.","✅","V2","public HTML heads; robots.txt; sitemap.xml; feed.xml","scripts/build_story_pages.py","published article/game/topic/author metadata and generated publication files","Build publication → parse public metadata/feed → URLs and visible data agree → generated files remain deterministic where contracted.","E-CANONICAL-STATIC; E-AUDIT-PUBLIC","None observed in deterministic scope.","site URL configuration; generated shells; published fallback","critical","2026-09-02","M1","Canonical architecture, sitemap, and feeds are protected systems."
"NC-GS-159","SEO, Schema, Sitemap & Feeds","XML sitemap generation","All intended indexable public routes appear as clean URLs in a valid sitemap.","build_sitemap generates story, topic, game, author, desk, and policy URLs with audits.","✅","V2","public HTML heads; robots.txt; sitemap.xml; feed.xml","scripts/build_sitemap.py; sitemap.xml; scripts/audit_publication_reliability.py","published article/game/topic/author metadata and generated publication files","Build publication → parse public metadata/feed → URLs and visible data agree → generated files remain deterministic where contracted.","E-CANONICAL-STATIC; E-AUDIT-PUBLIC","None observed in deterministic scope.","site URL configuration; generated shells; published fallback","critical","2026-09-02","M1","Canonical architecture, sitemap, and feeds are protected systems."
"NC-GS-160","SEO, Schema, Sitemap & Feeds","RSS feed generation","A valid feed exposes current stories with stable canonical links and predictable generation.","feed.xml contains the newest 30 published stories from the story builder.","🟡","V2","public HTML heads; robots.txt; sitemap.xml; feed.xml","scripts/build_story_pages.py; feed.xml","published article/game/topic/author metadata and generated publication files","Build publication → parse public metadata/feed → URLs and visible data agree → generated files remain deterministic where contracted.","E-SRC-REPO; E-AUDIT-PUBLIC","Feed contains 30 of 53 stories and lastBuildDate is non-deterministic, creating reproducibility/noise risk.","published ordering; story builder; public origin","high","2026-09-02","M1","Canonical architecture, sitemap, and feeds are protected systems."
"NC-GS-161","Analytics & Consent","Analytics default-denied consent","Non-essential analytics stays off before reader consent.","Analytics bootstrap initializes denied state and defers tag loading.","✅","V2","all public pages; consent banner; article/search/commerce interactions","assets/analytics.js; privacy.html","local consent preference; conditional Google Analytics; safe event dimensions","Load public page → consent policy applies → eligible event contains allowlisted non-sensitive fields → denial/DNT prevents delivery.","E-SRC-REPO; E-AUDIT-PUBLIC","None observed in deterministic scope.","analytics configuration; consent storage; browser privacy state","critical","2026-09-02","M1","Analytics is protected; no errors were hidden or events mocked."
"NC-GS-162","Analytics & Consent","Consent preference persistence","A reader's allow/deny choice survives reload and remains changeable.","Analytics stores neural-critic consent and re-applies it on subsequent loads.","🟡","V2","all public pages; consent banner; article/search/commerce interactions","assets/analytics.js; assets/analytics-config.js","local consent preference; conditional Google Analytics; safe event dimensions","Choose each consent state → reload → tag/event state remains correct → reverse choice.","E-SRC-REPO; E-AUDIT-PUBLIC","Storage logic is source-audited; consent UI persistence was not exercised in the browser.","localStorage availability; analytics bootstrap order","high","2026-09-02","M1","Analytics is protected; no errors were hidden or events mocked."
"NC-GS-163","Analytics & Consent","Do Not Track handling","Browser DNT prevents optional analytics regardless of accidental event calls.","Analytics checks navigator.doNotTrack before measurement/tag load.","✅","V2","all public pages; consent banner; article/search/commerce interactions","assets/analytics.js","local consent preference; conditional Google Analytics; safe event dimensions","Load public page → consent policy applies → eligible event contains allowlisted non-sensitive fields → denial/DNT prevents delivery.","E-SRC-REPO; E-AUDIT-PUBLIC","None observed in deterministic scope.","analytics configuration; consent storage; browser privacy state","critical","2026-09-02","M1","Analytics is protected; no errors were hidden or events mocked."
"NC-GS-164","Analytics & Consent","Conditional analytics tag loading","The external analytics script loads only when configuration and consent permit.","GA tag insertion is guarded by measurement ID, consent, DNT, and one-time state.","✅","V2","all public pages; consent banner; article/search/commerce interactions","assets/analytics.js; assets/analytics-config.js","local consent preference; conditional Google Analytics; safe event dimensions","Load public page → consent policy applies → eligible event contains allowlisted non-sensitive fields → denial/DNT prevents delivery.","E-SRC-REPO; E-AUDIT-PUBLIC","None observed in deterministic scope.","analytics configuration; consent storage; browser privacy state","critical","2026-09-02","M1","Analytics is protected; no errors were hidden or events mocked."
"NC-GS-165","Analytics & Consent","Public page-view analytics","Eligible page views include safe route/page dimensions.","Analytics emits page_view with normalized safe URL/title/page type.","✅","V2","all public pages; consent banner; article/search/commerce interactions","assets/analytics.js; assets/analytics-config.js","local consent preference; conditional Google Analytics; safe event dimensions","Load public page → consent policy applies → eligible event contains allowlisted non-sensitive fields → denial/DNT prevents delivery.","E-SRC-REPO; E-AUDIT-PUBLIC","None observed in deterministic scope.","analytics configuration; consent storage; browser privacy state","critical","2026-09-02","M1","Analytics is protected; no errors were hidden or events mocked."
"NC-GS-166","Analytics & Consent","Article-view analytics","Article views include stable slug/editorial dimensions without personal data.","Article context resolver emits article_view dimensions after content hydration.","✅","V2","all public pages; consent banner; article/search/commerce interactions","assets/analytics.js; assets/popularity-signals.js","local consent preference; conditional Google Analytics; safe event dimensions","Load public page → consent policy applies → eligible event contains allowlisted non-sensitive fields → denial/DNT prevents delivery.","E-SRC-REPO; E-AUDIT-PUBLIC","None observed in deterministic scope.","analytics configuration; consent storage; browser privacy state","critical","2026-09-02","M1","Analytics is protected; no errors were hidden or events mocked."
"NC-GS-167","Analytics & Consent","Scroll-depth analytics","Meaningful reading-depth milestones are measured without duplicate handlers.","Analytics wires one-time scroll depth thresholds.","✅","V2","all public pages; consent banner; article/search/commerce interactions","assets/analytics.js; scripts/audit_overhaul_baseline.py","local consent preference; conditional Google Analytics; safe event dimensions","Load public page → consent policy applies → eligible event contains allowlisted non-sensitive fields → denial/DNT prevents delivery.","E-SRC-REPO; E-AUDIT-PUBLIC","None observed in deterministic scope.","analytics configuration; consent storage; browser privacy state","critical","2026-09-02","M1","Analytics is protected; no errors were hidden or events mocked."
"NC-GS-168","Analytics & Consent","Search privacy","Analytics measures search use without transmitting raw query text.","Search events report query length/result context instead of the query string.","✅","V2","all public pages; consent banner; article/search/commerce interactions","assets/analytics.js; privacy.html","local consent preference; conditional Google Analytics; safe event dimensions","Load public page → consent policy applies → eligible event contains allowlisted non-sensitive fields → denial/DNT prevents delivery.","E-SRC-REPO; E-AUDIT-PUBLIC","None observed in deterministic scope.","analytics configuration; consent storage; browser privacy state","critical","2026-09-02","M1","Analytics is protected; no errors were hidden or events mocked."
"NC-GS-169","Analytics & Consent","Outbound-link analytics","External destination clicks are labeled safely and respect consent.","Footer, commerce, game, and general outbound handlers emit allowlisted events.","✅","V2","all public pages; consent banner; article/search/commerce interactions","assets/analytics.js","local consent preference; conditional Google Analytics; safe event dimensions","Load public page → consent policy applies → eligible event contains allowlisted non-sensitive fields → denial/DNT prevents delivery.","E-SRC-REPO; E-AUDIT-PUBLIC","None observed in deterministic scope.","analytics configuration; consent storage; browser privacy state","critical","2026-09-02","M1","Analytics is protected; no errors were hidden or events mocked."
"NC-GS-170","Analytics & Consent","Feature-action analytics","Important actions such as follow, save, signup, and share can be measured consistently.","Shared analytics watches action labels/events from newsletter, entity follow, commerce, and article UI.","🟡","V2","all public pages; consent banner; article/search/commerce interactions","assets/analytics.js; assets/entity-follows-v2.js; assets/saved-stories.js","local consent preference; conditional Google Analytics; safe event dimensions","Grant consent → perform each fixture action → exactly one safe event per confirmed outcome → denial sends none.","E-SRC-REPO; E-AUDIT-PUBLIC","Event wiring exists, but delivery, deduplication across all layered modules, and consent-negative behavior were not observed live.","confirmed product action; consent; single handler ownership","critical","2026-09-02","M1","Analytics is protected; no errors were hidden or events mocked."
"NC-GS-171","Editorial Studio & Publishing","Private noindex Editorial Studio","CMS tooling is excluded from search and public unauthenticated use.","studio.html has private robots metadata and a signed-out editor gate.","✅","V3","studio.html","studio.html; assets/studio.js; assets/studio-backend.js","Supabase Auth; editor_profiles; articles; editorial media/metadata","Use approved fixture editor → pass role gate → create/update disposable draft → source re-read/reload → clean up without public test content.","E-BROWSER-PRIVATE","No approved test editor/admin identity was available for authenticated writes.","Supabase Auth; editor role/RLS; articles schema; safe test identity","critical","2026-09-02","M1","Editorial Studio and publication pipeline are protected systems."
"NC-GS-172","Editorial Studio & Publishing","Studio editor sign-in","Approved editorial users can authenticate into the CMS.","Studio backend uses Supabase Auth email/password gate.","🟡","V3","studio.html","assets/studio-backend.js; assets/studio-auth-redirect.js","Supabase Auth; editor_profiles; articles; editorial media/metadata","Use approved fixture editor → pass role gate → create/update disposable draft → source re-read/reload → clean up without public test content.","E-SRC-REPO; E-BROWSER-PRIVATE; E-ADMIN-BLOCKED","Real sign-in form/gate renders; no approved editor credentials were available.","Supabase Auth; editor role/RLS; articles schema; safe test identity","critical","2026-09-02","M1","Editorial Studio and publication pipeline are protected systems."
"NC-GS-173","Editorial Studio & Publishing","Studio role approval gate","Authenticated readers without editorial approval cannot access CMS mutations.","Studio verifies editor_profiles before hiding the gate and enabling backend.","🟡","V2","studio.html","assets/studio-backend.js; assets/newsroom-guards.js","Supabase Auth; editor_profiles; articles; editorial media/metadata","Sign in reader fixture → rejected → sign in editor fixture → accepted → admin role accepted where intended.","E-SRC-REPO; E-BROWSER-PRIVATE; E-ADMIN-BLOCKED; E-SUPABASE-POLICY-M2; E-AUTH-FIXTURE-BLOCKED-M2","The deployed role policies are structurally present, but reader/editor/admin negative and positive sessions were not executed.","editor_profiles role data; RLS; distinct fixtures","critical","2026-09-02","M2","No role or policy was changed; the credentialed enforcement matrix remains required."
"NC-GS-174","Editorial Studio & Publishing","Studio story library","Editors can list/select existing drafts, scheduled, and published stories.","Studio backend loads article rows and maintains the article library/selection state.","🟡","V2","studio.html","assets/studio-backend.js; assets/studio.js","Supabase Auth; editor_profiles; articles; editorial media/metadata","Use approved fixture editor → pass role gate → create/update disposable draft → source re-read/reload → clean up without public test content.","E-SRC-REPO; E-BROWSER-PRIVATE; E-ADMIN-BLOCKED","Signed-out DOM exists behind the gate, but authenticated live data/list behavior was not verified.","Supabase Auth; editor role/RLS; articles schema; safe test identity","critical","2026-09-02","M1","Editorial Studio and publication pipeline are protected systems."
"NC-GS-175","Editorial Studio & Publishing","Draft save and reload","An editor can save a draft and reopen the exact structured state.","Studio backend upserts article rows with draft status and reloads them.","🟡","V2","studio.html","assets/studio-backend.js; assets/story-readiness-guard.js","Supabase Auth; editor_profiles; articles; editorial media/metadata","Create uniquely prefixed draft → save → server re-read → page reload/reselect → fields match → delete fixture.","E-SRC-REPO; E-BROWSER-PRIVATE; E-ADMIN-BLOCKED","No editor/service authority; no disposable draft write/reload/cleanup run.","Supabase Auth; editor role/RLS; articles schema; safe test identity","critical","2026-09-02","M1","Editorial Studio and publication pipeline are protected systems."
"NC-GS-176","Editorial Studio & Publishing","Scheduled publication","An editor can schedule an eligible story for a future publish time.","Studio stores scheduled status/time with readiness guards and publication automation.","🟡","V2","studio.html","assets/studio-backend.js; assets/studio-readiness.js; .github/workflows/build-publication.yml","Supabase Auth; editor_profiles; articles; editorial media/metadata","Prepare fixture draft → pass readiness → schedule → source/reload agree → authorized workflow publishes at time → cleanup.","E-SRC-REPO; E-BROWSER-PRIVATE; E-ADMIN-BLOCKED","Structural scheduling exists; no production-equivalent scheduled fixture was authorized.","Supabase Auth; editor role/RLS; articles schema; safe test identity","critical","2026-09-02","M1","Editorial Studio and publication pipeline are protected systems."
"NC-GS-177","Editorial Studio & Publishing","Publish now","An approved editor can publish a ready story and generated public surfaces update.","Studio publish action updates article status/metadata for the publication build pipeline.","🟡","V2","studio.html","assets/studio-backend.js; assets/story-readiness-guard.js; .github/workflows/build-publication.yml","Supabase Auth; editor_profiles; articles; editorial media/metadata","Publish approved fixture in staging → live row, fallback, shell, sitemap/feed, and canonical page update → rollback.","E-SRC-REPO; E-BROWSER-PRIVATE; E-ADMIN-BLOCKED","No staging/editor authority; public test publication would be inappropriate.","Supabase Auth; editor role/RLS; articles schema; safe test identity","critical","2026-09-02","M1","Editorial Studio and publication pipeline are protected systems."
"NC-GS-178","Editorial Studio & Publishing","Structured format editing","Editors can author standard, ranked-list, guide, and review structures.","Studio format controls serialize article_format, contentBlocks, reviewMeta, and guide/ranking fields.","🟡","V2","studio.html","studio.html; assets/studio-formatting.js; assets/studio-conclusion.js","Supabase Auth; editor_profiles; articles; editorial media/metadata","Use approved fixture editor → pass role gate → create/update disposable draft → source re-read/reload → clean up without public test content.","E-SRC-REPO; E-BROWSER-PRIVATE; E-ADMIN-BLOCKED","Controls/serialization are source-audited; save/reload equivalence was not authenticated.","Supabase Auth; editor role/RLS; articles schema; safe test identity","critical","2026-09-02","M1","Editorial Studio and publication pipeline are protected systems."
"NC-GS-179","Editorial Studio & Publishing","Editorial media and source-document editing","Editors can attach media metadata and reporting/source documents safely.","Studio media and news modules manage uploads, alt/credit, source documents, and news metadata.","🟡","V2","studio.html","assets/studio-media.js; assets/studio-news.js; assets/studio-news-placement.js","Supabase Auth; editor_profiles; articles; editorial media/metadata","Use approved fixture editor → pass role gate → create/update disposable draft → source re-read/reload → clean up without public test content.","E-SRC-REPO; E-BROWSER-PRIVATE; E-ADMIN-BLOCKED","No authorized upload/source-document write, reload, or cleanup was performed.","editor Auth/RLS; Storage/media handling; article/source schema","critical","2026-09-02","M1","Editorial Studio and publication pipeline are protected systems."
"NC-GS-180","Editorial Studio & Publishing","Game Graph metadata editing","Editors can assign game, series, and franchise identity while authoring.","Studio Game Graph controls serialize game_key, series, and franchise.","🟡","V2","studio.html","assets/studio-game-graph.js; assets/studio-game-graph.css; assets/studio-backend.js","Supabase Auth; editor_profiles; articles; editorial media/metadata","Use approved fixture editor → pass role gate → create/update disposable draft → source re-read/reload → clean up without public test content.","E-SRC-REPO; E-BROWSER-PRIVATE; E-ADMIN-BLOCKED","Mapping UI/source exists, but authenticated save/reload was not verified; existing coverage is incomplete.","game data; editor Auth/RLS; article identity fields","critical","2026-09-02","M1","Editorial Studio and publication pipeline are protected systems."
"NC-GS-181","Newsroom & Admin Operations","Private noindex Newsroom","Editorial operations dashboard is non-indexable and gated.","newsroom.html has private robots metadata, an approved-editor sign-in overlay, and one shared private Supabase client.","✅","V3","newsroom.html; subscribers.html; GitHub Actions","assets/supabase-client-config.js; assets/newsroom-dashboard.js; assets/newsroom-guards.js; assets/subscribers.js","editorial_workflow; articles; editor_profiles; subscribers; GitHub Actions","Use approved role → pass gate → perform scoped operational action → source/audit/reload agree → unauthorized role rejected.","E-BROWSER-PRIVATE; E-PROTECTED-RUNTIME-M2; E-LIVE-AUTH-BOUNDARY-M2; E-PRIVATE-CONSOLE-M3","Exact-branch signed-out noindex/gate behavior and singleton client ownership are browser-evidenced without a duplicate-client warning; no approved editor/admin mutation journey was available.","editor/admin roles and RLS; audit tables; provider/workflow authority","critical","2026-09-02","M3","The private auth client remains consolidated; no role, policy, or UI behavior was changed."
"NC-GS-182","Newsroom & Admin Operations","Newsroom editor sign-in","Approved editors can authenticate into operational workflow.","Newsroom dashboard uses a shared Supabase Auth client and editor_profiles verification.","🟡","V3","newsroom.html; subscribers.html; GitHub Actions","assets/supabase-client-config.js; assets/newsroom-dashboard.js; assets/newsroom-guards.js","editorial_workflow; articles; editor_profiles; subscribers; GitHub Actions","Use approved role → pass gate → perform scoped operational action → source/audit/reload agree → unauthorized role rejected.","E-SRC-REPO; E-BROWSER-PRIVATE; E-ADMIN-BLOCKED; E-PROTECTED-RUNTIME-M2; E-SUPABASE-POLICY-M2; E-AUTH-FIXTURE-BLOCKED-M2; E-PRIVATE-CONSOLE-M3; E-AUTH-FIXTURE-BLOCKED-M3","Exact signed-out gate and singleton console behavior pass; no approved editor session, positive role result, source re-read, or reload proof exists.","editor/admin roles and RLS; audit tables; provider/workflow authority","critical","2026-09-02","M3","Newsroom/admin boundaries remain protected; authenticated sign-in is still unverified."
"NC-GS-183","Newsroom & Admin Operations","Editorial workflow board","Editors can see publication state, blockers, scheduling, and readiness in one queue.","Newsroom derives workflow/health rows and renders queue/stats/detail panels.","🟡","V2","newsroom.html; subscribers.html; GitHub Actions","assets/newsroom-dashboard.js; newsroom.html","editorial_workflow; articles; editor_profiles; subscribers; GitHub Actions","Use approved role → pass gate → perform scoped operational action → source/audit/reload agree → unauthorized role rejected.","E-SRC-REPO; E-BROWSER-PRIVATE; E-ADMIN-BLOCKED","Source and signed-out shell are verified; authenticated data load/filter/select is not.","editor/admin roles and RLS; audit tables; provider/workflow authority","critical","2026-09-02","M1","Newsroom/admin boundaries are protected."
"NC-GS-184","Newsroom & Admin Operations","Assignment, status, priority, and due-date editing","Editors can update operational ownership/state and persist it.","Newsroom upserts editorial_workflow fields for state, priority, assignee, verification, and due date.","🟡","V2","newsroom.html; subscribers.html; GitHub Actions","assets/newsroom-dashboard.js; supabase/migrations/20260824_add_editorial_workflow_v2.sql","editorial_workflow; articles; editor_profiles; subscribers; GitHub Actions","Editor updates fixture workflow → upsert/source re-read/reload agree → unauthorized reader rejected.","E-SRC-REPO; E-BROWSER-PRIVATE; E-ADMIN-BLOCKED","No editor/reader fixtures; persistence and RLS negative path unverified.","editor/admin roles and RLS; audit tables; provider/workflow authority","critical","2026-09-02","M1","Newsroom/admin boundaries are protected."
"NC-GS-185","Newsroom & Admin Operations","Source-document workflow","Reporting sources and verification notes attach to editorial workflow.","Newsroom/Studio support source documents, source count/status, and notes.","🟡","V2","newsroom.html; subscribers.html; GitHub Actions","assets/studio-news.js; assets/newsroom-dashboard.js; supabase/migrations/20260825_allow_editorial_source_documents.sql","editorial_workflow; articles; editor_profiles; subscribers; GitHub Actions","Use approved role → pass gate → perform scoped operational action → source/audit/reload agree → unauthorized role rejected.","E-SRC-REPO; E-BROWSER-PRIVATE; E-ADMIN-BLOCKED","No authenticated source-document write/reload or reader rejection test.","editor/admin roles and RLS; audit tables; provider/workflow authority","critical","2026-09-02","M1","Newsroom/admin boundaries are protected."
"NC-GS-186","Newsroom & Admin Operations","Editorial workflow audit history","Privileged workflow changes produce an accountable history.","Hardened editorial workflow audit migrations record changes with indexed foreign keys.","🟡","V2","newsroom.html; subscribers.html; GitHub Actions","supabase/migrations/20260824_harden_editorial_workflow_audit.sql; supabase/migrations/20260824_index_editorial_workflow_audit_foreign_keys.sql","editorial_workflow; articles; editor_profiles; subscribers; GitHub Actions","Perform fixture workflow changes → audit rows identify actor/change → reload → unauthorized reads/writes rejected.","E-SRC-REPO; E-BROWSER-PRIVATE; E-ADMIN-BLOCKED","Migration structure exists; no live audit write/read/negative path was performed.","editor/admin roles and RLS; audit tables; provider/workflow authority","critical","2026-09-02","M1","Newsroom/admin boundaries are protected."
